Fecha,BTC_price,BTC_supply,MarketCapBTC_USD,M2SL_USD,m2_published,TxVolumeUSD,TxTfrCnt,Gold_price,Dominance_dec,DMB,MC2,MC1,RV12,UC
2023-08-01,27731.23,19472825.0,540005388824.75,20777000000000.0,True,87352174407.38307,437635.5714285714,1947.0,0.46560967741935483,-3.6500227658311664,-5.471653955330665,-3.7953886475124,0.21146047735143522,-0.13777883207845318
2023-09-01,26212.82,19500487.5,511162768749.75,20747600000000.0,True,63788342282.79705,456284.375,1869.5,0.46941000000000005,-3.7034977869920023,-5.7846154055040815,-3.7550784997149895,0.19961719429395716,-0.12251300795519682
2023-10-01,34090.68,19529681.25,665780113995.75,20733100000000.0,True,84023304182.44106,317763.5,1994.3,0.49140645161290325,-3.43852727911623,-5.508392544866674,-4.118383307294625,0.2981242934754318,-0.03437757881821682
2023-11-01,37867.37,19557418.75,740588012051.1875,20746600000000.0,True,122057776948.62091,618014.4285714285,2047.6,0.4982666666666667,-3.332693175269277,-5.13564314263641,-3.454598164746034,0.6783277081359027,-0.006933361107953319
2023-12-01,43470.76,19586162.5,851425369358.5,20777900000000.0,True,142262361552.39435,544787.5,2083.5,0.4973516129032258,-3.194733350659688,-4.983972231412729,-3.582182790616519,0.834428980648396,-0.010593647458982261
2024-01-01,42030.81,19614425.0,824410170434.25,20843700000000.0,True,233244136515.81937,447516.5,2057.4,0.48781290322580645,-3.2301388375830626,-4.492721322078918,-3.7803071353701476,0.5100649133210625,-0.04875804436634245
2024-02-01,51727.76,19641268.75,1015998835995.5,20926700000000.0,True,189810726465.75827,356474.28571428574,2054.7,0.4942689655172414,-3.0251536521264852,-4.702753735439635,-4.009126072708278,0.6741528591139717,-0.02292514192714116
2024-03-01,70754.69,19669781.25,1391729274711.5625,20973400000000.0,True,348500949378.95386,373741.5,2201.4,0.49832903225806446,-2.712707911716979,-4.097369292755346,-3.963274408353459,0.8241213601713895,-0.006683895850919554
2024-04-01,63832.72,19692412.5,1257020253237.0,20959600000000.0,True,242889351719.97296,486373.85714285716,2302.9,0.5096133333333333,-2.813852733462585,-4.457746057358999,-3.7010111066944997,0.6310198290912077,0.03845807266467477
2024-05-01,69374.17,19706193.75,1367100835265.4375,21020600000000.0,True,186130442082.85855,570388.125,2354.7,0.510483870967742,-2.7328105903532722,-4.726810458830194,-3.5423712187052683,0.7396637979630881,0.04194163108467808
2024-06-01,60315.67,19719253.125,1189379964133.9688,21068400000000.0,True,189227372816.17233,498774.0,2336.6,0.51344,-2.874342154788222,-4.712580243791791,-3.6771976661065073,0.49207779520111566,0.05377295343249221
2024-07-01,66180.0,19733978.125,1305994672312.5,21095300000000.0,True,244124365867.6595,689082.625,2438.5,0.518525806451613,-2.7820853154019196,-4.459127754215632,-3.3547360229255663,0.6057524750379881,0.07413716394547085
2024-08-01,59466.82,19747821.875,1174340168832.6875,21186700000000.0,True,187982311171.99597,582048.875,2536.7,0.5389129032258064,-2.8926671948928573,-4.724781036405262,-3.524244057568583,0.49828499767945955,0.15596701304201577
2024-09-01,65888.5,19761143.75,1302032119971.875,21269500000000.0,True,162374714725.7204,567940.7142857143,2647.9,0.5413766666666667,-2.793347908449239,-4.875122682526982,-3.5494558146957504,0.573619457806066,0.16588602949304201
2024-10-01,72329.87,19776021.875,1430397091335.9062,21331900000000.0,True,228269816889.59183,650391.0,2749.3,0.5494709677419355,-2.7022515129613702,-4.537430547226191,-3.414651745896076,0.4311599281475616,0.19853341899735294
2024-11-01,95956.99,19789656.25,1898955846884.6875,21452200000000.0,True,401481632086.88434,554792.75,2652.3,0.5624733333333334,-2.4245230233763695,-3.978420699085993,-3.5743200479788513,0.6710514663566332,0.2512060692263006
2024-12-01,93536.42,19803934.375,1852389123352.4375,21485800000000.0,True,366574962166.92145,404968.14285714284,2618.1,0.5356290322580645,-2.4509160278586237,-4.070944495140095,-3.8898274983506065,0.5378626590239302,0.14275808521947175
2025-01-01,104743.97,19817790.625,2075794066691.2812,21548100000000.0,True,242900935261.37415,389102.625,2845.2,0.5474161290322581,-2.339943882388367,-4.485389238194108,-3.9304922033670784,0.5889257565704622,0.19023616480414005
2025-02-01,84645.86,19830575.0,1678576075169.5,21613400000000.0,True,256796066924.68243,413605.85714285716,2895.9,0.5784892857142857,-2.555367632993231,-4.432786515707811,-3.8700667330989544,0.14931552714848384,0.316574829117902
